name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,risk_probability,predicted_risk_probability,risk_level
Palak Bhosale,20,Male,BSc IT,1st Year,66,8.6,7.5,7.9,7.2,6.5,0.0,never,0,7.5,0,0,0.4078998709367589,0.41,Medium
Ritika Patil,19,Male,BSc CS,2nd Year,67,5.3,5.6,5.6,6.4,6.0,0.0,never,1,5.8,0,0,0.6125551520244921,0.6,Medium
Nandini Lad,22,Female,BSc IT,2nd Year,73,6.9,7.1,7.5,7.6,7.0,0.0,occasionally,0,7.2,2,0,0.2907824834168743,0.29,Low
Siddharth Solanki,18,Female,BSc CS,2nd Year,82,6.1,8.1,8.6,9.4,6.7,4.0,never,1,7.8,0,1,0.6028604015967824,0.59,Medium
Aniket Sheikh,19,Female,BSc CS,3rd Year,78,5.8,7.2,6.6,6.5,6.1,1.0,regularly,0,6.4,3,1,0.37806525197346696,0.38,Medium
Tanya Dalvi,22,Female,BSc CS,1st Year,45,5.7,6.0,9.0,7.5,7.3,0.0,regularly,0,7.1,3,0,0.3682654500705346,0.36,Medium
Aanya Pandey,22,Female,BBA,2nd Year,73,8.2,7.0,7.0,6.4,6.3,0.0,regularly,0,7.0,3,0,0.26067773208872336,0.27,Low
Deepak Kulkarni,21,Male,BSc IT,3rd Year,66,6.8,7.0,7.5,5.3,4.8,1.0,never,0,6.3,0,1,0.6323048293663895,0.63,High
Prisha Khan,20,Male,BBA,3rd Year,76,5.4,6.5,8.0,7.1,7.0,0.0,occasionally,0,6.8,2,0,0.32888615421556566,0.33,Medium
Neha Thomas,19,Male,BCom,3rd Year,53,7.1,7.0,8.2,5.1,7.7,1.0,occasionally,0,7.0,2,1,0.48098568298466243,0.48,Medium
Parth Shah,18,Female,BSc IT,3rd Year,100,7.0,7.3,7.4,8.6,10.0,1.0,occasionally,0,8.1,2,1,0.14395053576252342,0.14,Low
Ritika Chatterjee,21,Female,BBA,1st Year,85,5.3,7.7,7.0,8.0,6.5,3.0,regularly,0,6.9,3,1,0.43928024732118726,0.44,Medium
Hitesh Gokhale,19,Female,BSc IT,1st Year,80,9.0,5.4,7.0,6.0,7.6,3.0,never,0,7.0,0,1,0.6306240057628238,0.62,High
Pooja Kulkarni,22,Male,BCom,1st Year,84,6.3,7.4,6.4,8.0,5.5,1.0,never,0,6.7,0,1,0.4962631689527867,0.5,Medium
Vidhi Mishra,22,Male,BCom,3rd Year,73,6.7,7.9,7.8,6.0,9.1,0.0,never,0,7.5,0,0,0.37701473722123846,0.38,Medium
Pranav Iyer,22,Female,BSc IT,2nd Year,80,7.2,6.2,4.6,6.7,7.9,2.0,occasionally,0,6.5,2,1,0.49384698502266094,0.49,Medium
Sonal Katpara,20,Female,BBA,2nd Year,58,5.5,6.9,8.0,7.3,7.1,0.0,never,1,7.0,0,0,0.5100549269141881,0.51,Medium
Krupa Kamble,22,Male,BBA,1st Year,94,8.9,7.8,7.0,8.9,6.2,1.0,rarely,0,7.8,1,1,0.26345409250532764,0.27,Low
Ira Jain,22,Female,BCom,2nd Year,66,8.6,6.7,6.8,7.0,6.2,1.0,rarely,0,7.1,1,1,0.477684065191944,0.48,Medium
Pallavi Lad,21,Male,BSc IT,1st Year,75,5.0,6.9,6.6,7.2,9.4,1.0,rarely,0,7.0,1,1,0.4372992766455561,0.45,Medium
Ishaan Wagh,19,Male,BA,2nd Year,88,4.9,7.4,7.5,5.3,5.8,1.0,regularly,0,6.2,3,1,0.36143710418104874,0.36,Medium
Reyansh Sawant,18,Female,BSc IT,1st Year,75,6.8,5.3,7.0,6.1,8.7,1.0,rarely,0,6.8,1,1,0.46896479274844677,0.47,Medium
Shreya Patil,18,Male,BBA,1st Year,83,6.0,9.2,7.6,7.9,7.9,1.0,regularly,0,7.7,3,1,0.20238917069363968,0.2,Low
Shivansh Reddy,21,Female,BSc IT,2nd Year,84,4.8,4.9,7.6,6.3,6.5,1.0,occasionally,0,6.0,2,1,0.45970525557523173,0.44,Medium
Reyansh Bansal,19,Male,BSc IT,1st Year,67,7.4,8.5,7.9,7.5,7.8,1.0,occasionally,0,7.8,2,1,0.32375363928324874,0.32,Medium
Parth Sawant,21,Male,BBA,2nd Year,67,6.8,6.7,7.7,8.6,8.4,2.0,never,0,7.6,0,1,0.5362427589518863,0.53,Medium
Krupa Dalvi,18,Female,BCom,3rd Year,92,7.5,7.3,5.7,6.4,7.6,1.0,regularly,0,6.9,3,1,0.2545997538794009,0.26,Low
Diya Rawat,21,Female,BSc IT,3rd Year,59,7.5,5.9,6.2,4.5,9.6,1.0,rarely,0,6.7,1,1,0.5459375093795961,0.54,Medium
Nisha Shinde,20,Female,BCom,3rd Year,76,5.0,8.2,6.8,6.4,6.6,2.0,rarely,0,6.6,1,1,0.5566227451451211,0.56,Medium
Monika Khan,21,Female,BSc IT,1st Year,68,7.8,7.0,7.6,7.3,5.7,2.0,never,0,7.1,0,1,0.5992436293783955,0.59,Medium
Gauri Ansari,22,Male,BBA,2nd Year,78,7.8,6.1,7.0,4.4,8.2,1.0,regularly,0,6.7,3,1,0.3457394123120329,0.35,Medium
Om Chatterjee,21,Male,BBA,1st Year,73,7.6,9.0,5.4,8.3,7.0,1.0,regularly,0,7.5,3,1,0.2765254974937719,0.28,Low
Arjun Kulkarni,21,Female,BA,2nd Year,73,6.1,7.4,6.4,8.2,5.1,2.0,never,0,6.6,0,1,0.6337005132514932,0.63,High
Krupa Kadam,21,Male,BA,1st Year,95,8.7,8.1,8.6,8.4,8.1,1.0,occasionally,0,8.4,2,1,0.12400576282378355,0.14,Low
Aditi Prajapati,22,Male,BSc IT,2nd Year,79,6.1,5.1,7.6,8.4,5.8,1.0,rarely,0,6.6,1,1,0.47427739592400275,0.49,Medium
Rohan Mukherjee,21,Female,BSc IT,3rd Year,91,8.9,8.1,8.1,6.1,7.9,1.0,regularly,0,7.8,3,1,0.1556112495122607,0.15,Low
Om Pillai,21,Male,BCom,3rd Year,71,6.9,5.4,7.0,7.3,7.8,1.0,never,0,6.9,0,1,0.5374433472401476,0.54,Medium
Chirag Qureshi,21,Female,BSc CS,1st Year,96,7.5,5.7,4.6,5.3,5.7,1.0,regularly,0,5.8,3,1,0.3759642224690099,0.39,Medium
Sejal Ansari,22,Male,BSc IT,1st Year,66,5.7,6.1,6.0,6.4,6.7,0.0,occasionally,0,6.2,2,0,0.4471441006092985,0.44,Medium
Vidhi Khan,20,Male,BA,1st Year,75,8.5,8.1,5.1,7.1,6.7,1.0,never,0,7.1,0,1,0.4914308010925354,0.49,Medium
Jinal Verma,19,Male,BA,3rd Year,94,8.6,6.8,6.0,4.8,7.3,2.0,regularly,0,6.7,3,1,0.349191103640784,0.36,Medium
Akash Mehta,18,Female,BA,3rd Year,66,5.0,6.9,8.3,8.6,4.5,2.0,never,0,6.6,0,1,0.660008404118018,0.65,High
Sagar Verma,21,Female,BBA,3rd Year,100,5.2,7.5,7.4,8.4,8.7,1.0,occasionally,0,7.4,2,1,0.2169463036888074,0.22,Low
Tanya Ansari,21,Female,BCom,3rd Year,74,4.9,7.8,9.4,5.3,5.6,3.0,never,1,6.6,0,1,0.7058558693759943,0.7,High
Siddharth Pinto,22,Male,BBA,2nd Year,55,5.7,7.3,6.9,7.1,5.5,1.0,occasionally,0,6.5,2,1,0.5304349131074226,0.52,Medium
Heena Bansal,19,Male,BBA,2nd Year,89,5.5,6.7,5.9,6.0,7.9,1.0,occasionally,0,6.4,2,1,0.39205210553171055,0.39,Medium
Nikhil Arora,18,Female,BA,1st Year,61,6.5,6.6,6.4,6.4,4.1,1.0,never,1,6.0,0,1,0.6868715670678632,0.67,High
Shruti Menon,18,Female,BSc IT,2nd Year,61,6.0,4.8,7.0,9.5,7.2,2.0,never,1,6.9,0,1,0.6522796170123362,0.64,High
Mehul Kamble,21,Female,BBA,1st Year,73,6.7,6.7,6.0,5.4,7.0,1.0,occasionally,0,6.4,2,1,0.47078068253444183,0.47,Medium
Akash Tiwari,21,Male,BA,1st Year,64,6.0,10.0,7.8,6.3,6.6,2.0,rarely,0,7.3,1,1,0.5265780232313834,0.51,Medium
Tejas Shinde,20,Male,BBA,1st Year,67,7.5,8.4,6.5,6.9,7.5,2.0,never,0,7.3,0,1,0.5712549149083052,0.56,Medium
Khushi Gokhale,19,Male,BBA,3rd Year,68,6.2,7.7,8.6,7.8,7.0,0.0,never,0,7.5,0,0,0.404958429630519,0.41,Medium
Raj Mittal,18,Male,BSc IT,2nd Year,87,6.1,6.4,7.1,8.6,7.2,0.0,occasionally,0,7.1,2,0,0.24331422396974525,0.24,Low
Kiara Chaudhari,20,Male,BBA,3rd Year,73,6.1,8.7,7.9,6.6,8.1,1.0,occasionally,0,7.5,2,1,0.33751538253744334,0.34,Medium
Vivaan Arora,21,Female,BBA,1st Year,79,6.1,7.7,7.4,7.6,5.4,1.0,occasionally,0,6.8,2,1,0.3864543626376924,0.39,Medium
Ansh Patil,20,Male,BCom,1st Year,77,8.5,6.9,7.1,8.5,9.6,3.0,rarely,0,8.1,1,1,0.45308701263619167,0.48,Medium
Sagar Chavan,20,Male,BSc IT,2nd Year,67,7.0,7.6,7.0,7.5,6.2,0.0,regularly,0,7.1,3,0,0.27163310021910714,0.27,Low
Pooja Pawar,19,Female,BA,2nd Year,81,6.9,7.4,5.4,6.1,8.2,2.0,never,0,6.8,0,1,0.5736710988384308,0.57,Medium
Myra Kadam,21,Male,BCom,2nd Year,56,6.4,5.8,7.3,4.4,8.0,0.0,regularly,0,6.4,3,0,0.4070894738421827,0.42,Medium
Tanish Inamdar,21,Male,BBA,1st Year,73,7.2,4.5,9.0,6.6,6.5,2.0,never,0,6.8,0,1,0.6171323948734879,0.62,High
Ananya Rane,21,Female,BCom,3rd Year,100,5.4,7.2,7.6,7.7,7.0,0.0,occasionally,0,7.0,2,0,0.19689647927484458,0.2,Low
Isha Salunkhe,18,Male,BBA,1st Year,67,7.3,5.4,7.3,8.1,8.9,2.0,regularly,0,7.4,3,1,0.38514872287420837,0.39,Medium
Aditi Chowdhury,20,Female,BBA,2nd Year,74,6.2,8.0,6.8,8.4,7.1,2.0,occasionally,0,7.3,2,1,0.427844643875499,0.44,Medium
Bhakti Mittal,19,Female,BBA,3rd Year,90,7.6,7.0,5.4,7.1,7.0,2.0,occasionally,0,6.8,2,1,0.41306240057628224,0.41,Medium
Darshan Wagh,20,Female,BA,2nd Year,64,6.8,6.3,8.8,7.6,8.9,1.0,rarely,0,7.7,1,1,0.4097757901371672,0.41,Medium
Deepak Shah,22,Male,BSc IT,1st Year,73,5.0,7.0,5.7,6.3,7.8,2.0,rarely,0,6.4,1,1,0.6064471591079629,0.61,High
Tanvi Sawant,19,Male,BCom,3rd Year,84,7.6,7.0,9.9,5.5,6.3,2.0,never,0,7.2,0,1,0.5070534561935348,0.5,Medium
Rahul Prajapati,22,Female,BSc IT,2nd Year,85,7.4,6.8,5.6,5.4,6.6,1.0,rarely,0,6.4,1,1,0.4736470870726656,0.48,Medium
Mansi Chatterjee,20,Female,BCom,1st Year,80,5.3,6.4,7.4,6.4,9.0,0.0,rarely,0,6.9,1,0,0.36049164090404295,0.36,Medium
Vihaan Varghese,22,Male,BCom,3rd Year,80,5.6,7.6,7.6,8.2,8.0,1.0,regularly,0,7.4,3,1,0.25018759192004064,0.25,Low
Rekha Pillai,21,Female,BBA,2nd Year,65,7.6,4.7,6.4,8.6,8.7,1.0,regularly,0,7.2,3,1,0.3425278386409339,0.35,Medium
Diya Shaikh,19,Female,BCom,2nd Year,78,10.0,6.4,9.2,4.1,7.7,4.0,never,1,7.5,0,1,0.6607137497373714,0.64,High
Nikhil More,20,Female,BSc IT,2nd Year,82,6.4,6.1,7.1,8.2,7.6,1.0,rarely,0,7.1,1,1,0.40078638532881106,0.39,Medium
Ishita Saxena,21,Female,BCom,1st Year,58,7.7,4.4,7.0,7.2,4.7,4.0,never,1,6.2,0,1,0.9046882972656601,0.87,High
Sai Saxena,22,Female,BA,1st Year,74,6.6,8.3,4.9,6.6,6.8,1.0,regularly,0,6.6,3,1,0.3733679502956448,0.37,Medium
Meera Naidu,21,Male,BSc CS,1st Year,87,7.9,4.3,7.0,6.7,5.6,1.0,rarely,0,6.3,1,1,0.47144100609298556,0.48,Medium
Heena Rane,22,Female,BA,1st Year,92,7.6,7.0,6.8,6.1,6.0,2.0,occasionally,0,6.7,2,1,0.4183750037518385,0.41,Medium
Hitesh Trivedi,18,Female,BSc CS,3rd Year,96,7.7,8.6,7.0,8.3,7.2,1.0,regularly,0,7.8,3,1,0.13632680013206458,0.14,Low
Hetal Varghese,20,Male,BSc IT,3rd Year,100,8.8,7.0,8.1,6.6,6.9,1.0,regularly,0,7.5,3,1,0.15151424197856936,0.16,Low
Kiara Naidu,22,Male,BSc CS,2nd Year,76,7.2,8.4,6.6,7.1,6.6,1.0,occasionally,0,7.2,2,1,0.3558993907014436,0.36,Medium
Mayank Kapoor,21,Male,BBA,2nd Year,59,6.4,9.3,7.3,9.6,6.9,0.0,occasionally,0,7.9,2,0,0.273088813518624,0.27,Low
Aarav Mishra,22,Female,BA,3rd Year,63,6.8,7.0,7.0,6.2,5.8,1.0,occasionally,0,6.6,2,1,0.4890296245160126,0.48,Medium
Raj Rao,22,Male,BCom,1st Year,39,9.5,6.0,8.3,4.7,6.1,1.0,occasionally,0,6.9,2,1,0.5557223039289252,0.55,Medium
Trisha Yadav,18,Male,BSc IT,1st Year,99,6.6,7.0,8.3,4.6,6.6,0.0,rarely,0,6.6,1,0,0.3060599693849987,0.31,Medium
Tanvi D'Souza,21,Female,BCom,1st Year,65,8.2,6.7,7.6,7.6,6.7,0.0,regularly,0,7.3,3,0,0.2525137317285471,0.25,Low
Aryan Nair,22,Female,BA,3rd Year,44,7.1,5.6,5.6,7.8,8.1,0.0,regularly,0,6.8,3,0,0.4045682384368341,0.4,Medium
Ishita Thakur,22,Female,BBA,2nd Year,75,5.9,6.1,7.5,8.1,7.0,1.0,never,0,6.9,0,1,0.5110904343128133,0.51,Medium
Mayank Patankar,20,Female,BBA,2nd Year,90,7.6,9.2,6.7,7.0,8.0,2.0,occasionally,0,7.7,2,1,0.3097817930786084,0.32,Medium
Laksh Arora,21,Male,BSc CS,3rd Year,37,4.8,7.0,7.0,6.9,7.4,1.0,rarely,0,6.6,1,1,0.6614341027103282,0.65,High
Vivaan Agarwal,21,Female,BCom,2nd Year,63,9.1,7.4,4.8,5.1,6.6,0.0,never,1,6.6,0,0,0.5283638983101718,0.53,Medium
Vivaan Kamble,22,Male,BSc IT,3rd Year,55,7.1,8.1,6.9,5.8,8.4,0.0,never,1,7.3,0,0,0.4868685655971426,0.49,Medium
Shivansh Sheikh,18,Male,BCom,2nd Year,62,4.2,6.3,8.3,6.2,5.8,3.0,occasionally,1,6.2,2,1,0.6944652879911157,0.67,High
Neha Patil,21,Male,BBA,3rd Year,70,4.8,6.7,8.9,6.7,7.0,0.0,occasionally,0,6.8,2,0,0.3532430891136656,0.35,Medium
Isha Pillai,19,Male,BSc IT,1st Year,74,6.7,6.0,7.5,6.6,7.0,1.0,regularly,0,6.8,3,1,0.3563646186631447,0.36,Medium
Muskan Arora,21,Male,BCom,2nd Year,63,6.5,8.6,6.2,7.0,6.0,1.0,occasionally,0,6.9,2,1,0.4541525347420236,0.45,Medium
Sejal Arora,19,Female,BSc IT,2nd Year,57,7.3,4.0,7.5,5.3,6.9,1.0,rarely,0,6.2,1,1,0.6175075787135696,0.61,High
Nisha Gupta,19,Female,BA,3rd Year,98,7.3,8.0,6.7,6.9,5.3,1.0,never,0,6.9,0,1,0.41963562145451255,0.42,Medium
Laksh Kapoor,20,Male,BBA,3rd Year,86,5.8,6.2,7.0,8.8,7.0,1.0,regularly,0,7.0,3,1,0.2786565417054357,0.28,Low
Mansi Nair,21,Male,BCom,3rd Year,72,8.9,7.9,9.4,7.3,7.6,1.0,never,0,8.2,0,1,0.37306780322357935,0.37,Medium
Reyansh Pawar,20,Male,BA,2nd Year,93,7.5,8.6,5.5,6.1,7.1,3.0,occasionally,0,7.0,2,1,0.45569829216315977,0.45,Medium
Komal Wagh,20,Male,BCom,3rd Year,100,7.1,8.4,5.6,5.8,4.6,1.0,occasionally,0,6.3,2,1,0.355013956838851,0.36,Medium
Siddharth Bose,22,Female,BA,2nd Year,76,5.2,8.0,9.3,8.7,5.4,0.0,regularly,0,7.3,3,0,0.20683134736020659,0.21,Low
Nisha Mishra,22,Female,BCom,3rd Year,73,7.7,4.5,6.0,5.9,7.7,1.0,rarely,1,6.3,1,1,0.5327310382087223,0.52,Medium
Dhruv Pinto,21,Male,BSc IT,2nd Year,60,6.0,8.5,8.2,9.0,8.6,1.0,occasionally,0,8.1,2,1,0.3249242128643034,0.32,Medium
Krupa Salunkhe,21,Female,BCom,3rd Year,60,7.7,7.1,7.0,7.0,7.8,1.0,rarely,0,7.3,1,1,0.475027763604166,0.47,Medium
Mayank Banerjee,19,Female,BA,2nd Year,100,8.8,9.0,6.7,8.4,8.6,1.0,regularly,0,8.3,3,1,0.05606747306180014,0.09,Low
Mehul Tiwari,22,Male,BBA,1st Year,65,7.8,7.7,8.1,7.1,5.4,0.0,rarely,0,7.2,1,0,0.388015127412432,0.38,Medium
Arjun Bansal,20,Female,BBA,3rd Year,48,7.2,6.9,7.0,6.3,7.0,2.0,rarely,0,6.9,1,1,0.6574871687126692,0.66,High
Komal Chatterjee,21,Female,BSc IT,2nd Year,66,8.5,5.5,6.8,7.3,9.4,1.0,occasionally,0,7.5,2,1,0.36383828075757096,0.37,Medium
Laksh Pawar,19,Female,BSc IT,1st Year,63,7.4,4.9,7.0,5.7,7.0,1.0,regularly,1,6.4,3,1,0.44814959330071724,0.45,Medium
Laksh Menon,21,Female,BA,1st Year,92,7.0,6.7,5.1,7.8,8.0,1.0,rarely,0,6.9,1,1,0.37797520785184735,0.38,Medium
Kabir Thakur,21,Male,BCom,3rd Year,50,8.3,5.4,9.8,5.4,8.4,1.0,regularly,0,7.5,3,1,0.380166281477924,0.39,Medium
Saanvi Saxena,19,Female,BSc IT,2nd Year,63,6.2,9.3,7.6,7.6,7.4,1.0,never,1,7.6,0,1,0.48164600654320616,0.48,Medium
Jay Gawande,21,Female,BSc IT,1st Year,73,3.9,6.1,6.1,6.6,8.4,2.0,rarely,0,6.2,1,1,0.6207341597382718,0.62,High
Laksh Mehta,18,Female,BSc CS,2nd Year,100,6.8,4.3,6.7,8.4,6.9,3.0,never,1,6.6,0,1,0.5843263198967494,0.59,Medium
Ira Mathew,20,Female,BA,1st Year,82,8.7,6.7,3.1,6.0,7.1,0.0,never,0,6.3,0,0,0.4801002491220698,0.47,Medium
Arjun Pillai,18,Female,BBA,2nd Year,72,5.2,7.0,7.4,5.6,8.6,0.0,occasionally,0,6.8,2,0,0.34648977999219627,0.35,Medium
Bhakti Bhatt,18,Male,BCom,3rd Year,92,7.0,7.3,8.1,8.8,7.0,0.0,never,0,7.6,0,0,0.2743194165140919,0.27,Low
Atharva Chaudhari,18,Female,BBA,1st Year,90,5.9,8.3,3.7,7.0,7.4,4.0,rarely,0,6.4,1,1,0.6694330221808688,0.68,High
Simran Bose,21,Female,BCom,3rd Year,54,6.0,6.6,6.3,8.5,7.0,1.0,regularly,0,6.9,3,1,0.4319266440555872,0.42,Medium
Palak Gawande,19,Male,BBA,1st Year,67,8.2,6.0,6.6,7.5,6.3,0.0,regularly,0,6.9,3,0,0.2933337335294294,0.29,Low
Palak Nikam,20,Male,BA,1st Year,65,6.7,8.3,8.9,8.5,7.0,1.0,occasionally,0,7.9,2,1,0.32255305099498754,0.32,Medium
Sneha Reddy,21,Female,BCom,1st Year,55,5.6,7.4,7.0,7.7,4.4,1.0,never,1,6.4,0,1,0.6594681393883003,0.66,High
Isha Bansal,22,Female,BBA,3rd Year,73,6.7,7.0,7.0,7.2,7.6,1.0,regularly,0,7.1,3,1,0.32202779361887307,0.32,Medium
Shaurya Mathew,22,Female,BSc IT,3rd Year,68,6.1,5.6,7.5,6.8,8.0,1.0,regularly,0,6.8,3,1,0.38123180358375597,0.38,Medium
Kiara Mhatre,22,Male,BSc CS,2nd Year,73,10.0,5.8,6.8,6.7,6.9,0.0,occasionally,0,7.2,2,0,0.2906624245880479,0.29,Low
Jay Mukherjee,21,Female,BCom,2nd Year,88,5.7,6.1,7.5,5.5,7.0,0.0,never,0,6.4,0,0,0.4450130563976349,0.44,Medium
Mayank Chitale,19,Female,BBA,1st Year,73,7.3,8.0,9.3,5.6,8.4,2.0,never,0,7.7,0,1,0.5049974487498874,0.51,Medium
Heena Singh,18,Male,BA,1st Year,82,6.2,7.2,6.8,7.8,7.2,1.0,occasionally,0,7.0,2,1,0.34986643455293104,0.35,Medium
Palak Sinha,19,Male,BBA,1st Year,77,7.0,5.5,5.5,7.5,6.0,1.0,occasionally,0,6.3,2,1,0.4582345349221119,0.45,Medium
Nikhil Shaikh,21,Female,BCom,3rd Year,69,8.6,7.3,6.3,6.1,6.3,1.0,rarely,0,6.9,1,1,0.47927484467389,0.48,Medium
Akash Jain,21,Male,BA,2nd Year,96,7.6,6.1,6.0,9.4,6.4,1.0,rarely,0,7.1,1,1,0.33925623555542206,0.33,Medium
Hitesh Gupta,21,Female,BBA,1st Year,88,7.0,4.2,7.6,7.1,8.4,1.0,rarely,0,6.8,1,1,0.4055887384818561,0.4,Medium
Hitesh Sinha,18,Female,BA,3rd Year,73,7.9,3.2,6.7,6.2,6.8,1.0,never,1,6.2,0,1,0.6143710418104871,0.6,Medium
Ananya Kamble,20,Male,BSc CS,2nd Year,100,7.6,4.9,7.0,8.7,6.8,1.0,regularly,0,7.0,3,1,0.21358465648167604,0.22,Low
Sai Chatterjee,22,Female,BSc IT,3rd Year,69,6.8,6.0,7.0,8.0,7.6,0.0,rarely,0,7.1,1,0,0.388690458324579,0.39,Medium
Dev Dalvi,22,Male,BSc IT,3rd Year,63,7.3,6.2,7.6,8.2,5.0,1.0,rarely,0,6.9,1,1,0.5125311402587267,0.51,Medium
Aarav Dalvi,21,Male,BCom,1st Year,50,5.3,6.1,6.2,7.9,6.5,2.0,occasionally,0,6.4,2,1,0.641714440075637,0.64,High
Darshan Inamdar,21,Male,BBA,3rd Year,76,6.9,4.5,6.1,5.4,5.9,0.0,never,1,5.8,0,0,0.5739862532640995,0.56,Medium
Yamini Kulkarni,22,Female,BSc IT,1st Year,74,7.0,6.9,6.4,6.7,6.1,1.0,regularly,0,6.6,3,1,0.37077167812227985,0.37,Medium
Manav More,22,Male,BSc CS,2nd Year,73,5.0,7.5,6.9,8.1,7.6,1.0,regularly,0,7.0,3,1,0.33175255875378923,0.33,Medium
Pooja Deshmukh,22,Female,BA,1st Year,90,8.8,6.8,7.2,6.6,6.0,2.0,regularly,0,7.1,3,1,0.3189512861302037,0.32,Medium
Ira Pandey,19,Male,BSc IT,2nd Year,69,5.6,6.0,7.2,7.4,5.7,1.0,rarely,0,6.4,1,1,0.5443317225440465,0.54,Medium
Siddharth Ghosh,18,Female,BSc CS,2nd Year,77,5.4,8.5,6.4,7.4,7.0,1.0,regularly,0,7.0,3,1,0.3180508449140078,0.32,Medium
Monika Dalvi,20,Male,BCom,2nd Year,80,7.6,6.3,6.0,6.9,7.0,1.0,occasionally,0,6.8,2,1,0.3907014437074167,0.4,Medium
Neha Chitale,20,Male,BBA,1st Year,84,6.5,7.0,7.3,8.4,7.4,1.0,regularly,0,7.3,3,1,0.24519014317015328,0.24,Low
Gauri Solanki,19,Male,BBA,3rd Year,95,6.0,7.3,7.7,6.0,6.3,1.0,rarely,0,6.6,1,1,0.39502356154515705,0.39,Medium
Komal Sinha,22,Female,BSc CS,3rd Year,73,6.3,7.2,9.4,8.2,6.9,1.0,occasionally,0,7.6,2,1,0.3219077347900469,0.33,Medium
Hetal Saxena,21,Female,BBA,1st Year,68,8.6,7.0,6.5,7.8,6.8,0.0,regularly,0,7.4,3,0,0.2352702824383948,0.24,Low
Rohan Dalvi,18,Male,BCom,3rd Year,92,7.5,7.7,6.9,4.7,7.0,0.0,rarely,0,6.8,1,0,0.319866734700003,0.32,Medium
Pallavi Mehta,22,Female,BSc CS,3rd Year,46,5.2,6.3,6.2,9.6,9.0,1.0,rarely,0,7.3,1,1,0.5450220608097968,0.54,Medium
Vivaan Saxena,20,Female,BSc CS,3rd Year,73,8.6,8.2,7.0,6.3,5.2,2.0,regularly,0,7.1,3,1,0.40078638532881106,0.41,Medium
Mayank Nair,22,Male,BA,2nd Year,77,7.0,7.0,6.4,7.0,6.0,0.0,never,0,6.7,0,0,0.4610259026923193,0.46,Medium
Krupa Mukherjee,20,Male,BCom,3rd Year,54,7.6,7.8,5.6,8.5,7.1,2.0,rarely,0,7.3,1,1,0.5747066062370563,0.57,Medium
Jay Nikam,19,Female,BBA,1st Year,96,7.9,7.4,8.0,6.5,6.4,1.0,never,0,7.2,0,1,0.37994117117387516,0.38,Medium
Shaurya Bhosale,20,Female,BCom,1st Year,63,5.8,7.3,8.7,7.4,8.2,0.0,never,0,7.5,0,0,0.42365759222018773,0.43,Medium
Yamini Naidu,18,Female,BSc CS,3rd Year,70,8.8,5.7,7.0,7.7,8.8,1.0,rarely,0,7.6,1,1,0.39457334093705915,0.39,Medium
Ananya Shah,19,Male,BA,2nd Year,63,7.9,6.9,6.6,5.5,6.9,0.0,occasionally,0,6.8,2,0,0.3903562745745413,0.39,Medium
Om Mittal,18,Female,BSc CS,2nd Year,60,5.3,7.0,5.3,6.0,8.1,3.0,regularly,0,6.4,3,1,0.6182129243329232,0.62,High
Nisha Agarwal,20,Male,BA,1st Year,73,8.7,9.7,8.3,7.9,7.4,4.0,rarely,0,8.4,1,1,0.508254044481796,0.53,Medium
Akash Bhatt,22,Male,BCom,2nd Year,83,6.0,4.9,5.8,8.3,6.8,1.0,regularly,0,6.4,3,1,0.3641834498904463,0.36,Medium
Mansi George,21,Female,BA,2nd Year,85,6.4,7.6,6.4,7.0,8.8,0.0,never,0,7.2,0,0,0.3535582435393343,0.35,Medium
Chirag Kadam,20,Female,BSc IT,3rd Year,73,7.8,5.7,4.8,5.7,6.2,1.0,occasionally,0,6.1,2,1,0.5063180958669747,0.5,Medium
Dev Gokhale,22,Male,BBA,1st Year,74,6.4,5.7,9.3,6.3,6.3,1.0,regularly,0,6.8,3,1,0.35294294204160037,0.36,Medium
Monika Sheikh,19,Female,BCom,1st Year,88,7.4,8.3,7.6,9.2,7.2,3.0,regularly,0,7.9,3,1,0.3040189692949544,0.32,Medium
Aanya Ansari,22,Male,BSc CS,2nd Year,87,6.1,9.5,7.0,6.1,7.5,1.0,regularly,0,7.2,3,1,0.24002761353062996,0.24,Low
Vivek Nair,18,Female,BBA,1st Year,72,7.3,5.2,5.0,7.0,6.8,0.0,rarely,0,6.2,1,0,0.4700903442686916,0.47,Medium
Sai Chaudhari,20,Male,BBA,1st Year,100,7.2,6.9,6.7,6.9,5.6,1.0,never,0,6.7,0,1,0.4320917249452231,0.44,Medium
Laksh Gokhale,20,Male,BCom,3rd Year,62,6.7,6.8,8.0,6.4,7.0,0.0,never,1,7.0,0,0,0.4886844553831379,0.5,Medium
Sumit Bansal,18,Male,BBA,3rd Year,69,8.6,6.7,6.0,5.7,7.0,1.0,rarely,0,6.8,1,1,0.4943272203379654,0.49,Medium
Pranav Inamdar,18,Female,BSc CS,2nd Year,93,6.6,5.5,4.3,6.5,7.5,0.0,regularly,0,6.1,3,0,0.276420446018549,0.27,Low
Meera Kulkarni,19,Male,BSc CS,1st Year,65,5.3,6.2,8.4,7.6,7.2,0.0,regularly,0,7.0,3,0,0.29771588078158306,0.3,Low
